elev_inspect_badge,elev_inspect_date,nyc_BIN,location,elev_inspect_type
200,2016-12-14,2096811,"40.8760889,-73.8276731",SPECIAL
200,2016-12-14,2096810,"40.8704457,-73.8259608",SPECIAL
2559,2016-12-13,3337329,"40.6315250,-73.9431330",COMPLAINT
1514,2016-12-12,1061125,"40.8243050,-73.9437260",SPECIAL
2715,2016-12-12,1060085,"40.8189710,-73.9400400",COMPLAINT
2741,2016-12-12,3388502,"40.7022790,-73.9615425",COMPLAINT
2658,2016-12-12,4593964,"40.7519795,-73.9406311",SPECIAL
2658,2016-12-12,4593964,"40.7519795,-73.9406311",SPECIAL
2765,2016-12-10,3056589,"40.6857440,-73.9562450",COMPLAINT
2741,2016-12-10,3331321,"40.7039491,-73.9628325",COMPLAINT
2657,2016-12-10,4029662,"40.7512710,-73.8869430",COMPLAINT
2822,2016-12-10,3116154,"40.6529330,-73.9601960",COMPLAINT
2713,2016-12-09,2008878,"40.8489910,-73.9217720",COMPLAINT
2822,2016-12-09,3083425,"40.6741258,-73.9037099","VIOLATION REINSPECTION"
2822,2016-12-09,3083425,"40.6741258,-73.9037099","VIOLATION REINSPECTION"
9028,2016-12-09,2094217,"40.8521060,-73.8914570",ROUTINE
9028,2016-12-09,2094217,"40.8521060,-73.8914570",ROUTINE
9028,2016-12-09,2094217,"40.8521060,-73.8914570",ROUTINE
9028,2016-12-09,2094217,"40.8521060,-73.8914570",ROUTINE
9028,2016-12-09,2011560,"40.8545650,-73.8921930",ROUTINE
2713,2016-12-09,2009012,"40.8496560,-73.9178220",COMPLAINT
2765,2016-12-08,1077854,"40.7792471,-73.9532219",COMPLAINT
9015,2016-12-08,1089451,"40.7172506,-73.9852757",SURVEY
9028,2016-12-08,1019511,"40.7328874,-73.9853488",ROUTINE
9028,2016-12-08,3346864,"40.6633560,-73.9278196",ROUTINE
9028,2016-12-08,1021911,"40.7449216,-73.9746948",ROUTINE
2761,2016-12-08,2003313,"40.8386101,-73.9252726",COMPLAINT
2787,2016-12-08,3245059,"40.5757700,-73.9646090",COMPLAINT
2687,2016-12-07,5046266,"40.6046900,-74.0869510",SPECIAL
2713,2016-12-07,2093937,"40.8225494,-73.8930549",COMPLAINT
2787,2016-12-07,3030845,"40.6749450,-73.9396780",COMPLAINT
2547,2016-12-07,3339183,"40.5735399,-73.9930026",COMPLAINT
2787,2016-12-07,3028315,"40.6763100,-73.9565830",COMPLAINT
9028,2016-12-07,2000679,"40.8153172,-73.9187850",ROUTINE
2687,2016-12-07,5046266,"40.6046900,-74.0869510",SPECIAL
2658,2016-12-07,4444449,"40.7391034,-73.7579044",COMPLAINT
9028,2016-12-07,1078843,"40.7444269,-73.9757094",ROUTINE
9028,2016-12-07,1078843,"40.7444269,-73.9757094",ROUTINE
9028,2016-12-07,1078843,"40.7444269,-73.9757094",ROUTINE
9028,2016-12-07,1078843,"40.7444269,-73.9757094",ROUTINE
9028,2016-12-07,1078843,"40.7444269,-73.9757094",ROUTINE
9028,2016-12-07,1078843,"40.7444269,-73.9757094",ROUTINE
2765,2016-12-07,1056409,"40.7961699,-73.9701631",COMPLAINT
2713,2016-12-07,2006227,"40.8237660,-73.8882700",COMPLAINT
2777,2016-12-07,4008606,"40.7668237,-73.9199862",COMPLAINT
9028,2016-12-07,4007843,"40.7680205,-73.9207656",ROUTINE
9028,2016-12-07,4007843,"40.7680205,-73.9207656",ROUTINE
2658,2016-12-07,4210316,"40.7104690,-73.7879150",COMPLAINT
2789,2016-12-07,4037501,"40.7431630,-73.8815470",COMPLAINT
1739,2016-12-07,1037604,"40.7531911,-73.9708966",SPECIAL
2713,2016-12-07,2120352,"40.8274524,-73.8948128",COMPLAINT
1739,2016-12-07,1042841,"40.7710766,-73.9634668",SPECIAL
2713,2016-12-06,2008118,"40.8412280,-73.9143890",COMPLAINT
2789,2016-12-06,3006318,"40.6855144,-73.9919959",COMPLAINT
2789,2016-12-06,3006318,"40.6855144,-73.9919959",COMPLAINT
2460,2016-12-06,1010542,"40.7356530,-73.9996130",COMPLAINT
9053,2016-12-06,4593964,"40.7519795,-73.9406311",SURVEY
2713,2016-12-06,2117667,"40.8412350,-73.9210430",COMPLAINT
2467,2016-12-06,1038755,"40.7509514,-73.9703726",SPECIAL
200,2016-12-06,1001460,"40.7141690,-74.0074120",SPECIAL
2666,2016-12-06,2018417,"40.8731540,-73.8764570",COMPLAINT
9008,2016-12-06,1015921,"40.7514061,-73.9857264",SURVEY
9008,2016-12-06,1015921,"40.7514061,-73.9857264",SURVEY
9028,2016-12-06,1020570,"40.7369730,-73.9802240",ROUTINE
9028,2016-12-06,1088713,"40.7491630,-73.9773940",ROUTINE
9028,2016-12-06,1088713,"40.7491630,-73.9773940",ROUTINE
9028,2016-12-05,1019487,"40.7499411,-73.9768660",ROUTINE
9028,2016-12-05,1019487,"40.7499411,-73.9768660",ROUTINE
2765,2016-12-05,1060086,"40.8188040,-73.9396400",COMPLAINT
2666,2016-12-05,2009077,"40.8526300,-73.9166180",COMPLAINT
2742,2016-12-05,4232979,"40.7068670,-73.7623520",COMPLAINT
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
9028,2016-12-05,1019483,"40.7493002,-73.9758645",ROUTINE
2657,2016-12-05,1001973,"40.7180680,-74.0061335",SPECIAL
2657,2016-12-05,1001973,"40.7180680,-74.0061335",SPECIAL
2666,2016-12-05,2009077,"40.8526300,-73.9166180",COMPLAINT
9028,2016-12-05,3323151,"40.6522409,-73.9480960",ROUTINE
9028,2016-12-05,3323151,"40.6522409,-73.9480960",ROUTINE
2765,2016-12-05,1060086,"40.8188040,-73.9396400",COMPLAINT
9028,2016-12-05,2011265,"40.8485859,-73.8974675",ROUTINE
1915,2016-12-03,1048824,"40.7790660,-73.9518499",SPECIAL
1915,2016-12-03,1048824,"40.7790509,-73.9518760",SPECIAL
1915,2016-12-03,1048824,"40.7790509,-73.9518760",SPECIAL
9027,2016-12-03,1035742,"40.7611668,-73.9748160",ROUTINE
9027,2016-12-03,1035742,"40.7611668,-73.9748160",ROUTINE
2542,2016-12-03,5109251,"40.6167601,-74.0822561",COMPLAINT
2715,2016-12-02,1088110,"40.7620782,-73.9929344",COMPLAINT
9028,2016-12-02,4065248,"40.7304190,-73.8728870",ROUTINE
1514,2016-12-02,2095398,"40.8723842,-73.8259105",SPECIAL
1514,2016-12-02,2093864,"40.8661389,-73.8226950",SPECIAL
2765,2016-12-02,1056548,"40.7991702,-73.9690974",COMPLAINT
2789,2016-12-02,4051291,"40.7356320,-73.8528282",COMPLAINT
2789,2016-12-02,4051291,"40.7356320,-73.8528282",COMPLAINT
2715,2016-12-02,1026769,"40.7660740,-73.9879340",COMPLAINT
9028,2016-12-02,1060872,"40.8280451,-73.9392504",ROUTINE
2826,2016-12-02,1032587,"40.7933424,-73.9704493",SPECIAL
2676,2016-12-02,2010905,"40.8294740,-73.8866700",COMPLAINT
2676,2016-12-02,2010903,"40.8288330,-73.8867523",COMPLAINT
9028,2016-12-02,1085251,"40.7953456,-73.9496185",ROUTINE
9028,2016-12-02,1085251,"40.7953456,-73.9496185",ROUTINE
9028,2016-12-02,1076337,"40.7946453,-73.9491944",ROUTINE
9028,2016-12-02,1076337,"40.7946453,-73.9491944",ROUTINE
9028,2016-12-02,1076337,"40.7946453,-73.9491944",ROUTINE
9028,2016-12-02,1076337,"40.7946453,-73.9491944",ROUTINE
2742,2016-12-02,3055375,"40.6889558,-73.9636029",SPECIAL
9028,2016-12-02,1060908,"40.8201990,-73.9460850",ROUTINE
9028,2016-12-02,1060908,"40.8201990,-73.9460850",ROUTINE
9028,2016-12-02,1060906,"40.8196671,-73.9466880",ROUTINE
9028,2016-12-02,4065248,"40.7304190,-73.8728870",ROUTINE
2676,2016-12-02,2010155,"40.8427381,-73.8869307",COMPLAINT
2527,2016-12-02,1080667,"40.7421755,-73.9918415",SPECIAL
9028,2016-12-02,2117932,"40.8455914,-73.8971040",ROUTINE
9028,2016-12-02,2117932,"40.8455914,-73.8971040",ROUTINE
2715,2016-12-02,1057061,"40.7959590,-73.9734280",COMPLAINT
9022,2016-12-02,4436440,"40.5956161,-73.7827652",ROUTINE
9028,2016-12-01,1060849,"40.8261010,-73.9404600",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2063301,"40.8853750,-73.8588470",ROUTINE
9028,2016-12-01,1087464,"40.8246420,-73.9413910",ROUTINE
9028,2016-12-01,1087464,"40.8246420,-73.9413910",ROUTINE
9028,2016-12-01,1087463,"40.8235602,-73.9425036",ROUTINE
9028,2016-12-01,1087463,"40.8235602,-73.9425036",ROUTINE
9028,2016-12-01,1087463,"40.8235602,-73.9425036",ROUTINE
2559,2016-12-01,3335129,"40.6980705,-73.9751082",SPECIAL
2559,2016-12-01,3335129,"40.6980705,-73.9751082",SPECIAL
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
2690,2016-12-01,1062933,"40.8382122,-73.9403656",COMPLAINT
9028,2016-12-01,4052811,"40.7148382,-73.8310864",ROUTINE
9028,2016-12-01,1087464,"40.8246420,-73.9413910",ROUTINE
9028,2016-12-01,1087464,"40.8246420,-73.9413910",ROUTINE
9028,2016-12-01,1060815,"40.8242930,-73.9417830",ROUTINE
2584,2016-12-01,1081105,"40.8125492,-73.9362124",SPECIAL
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9027,2016-12-01,2093697,"40.8921644,-73.8562959",ROUTINE
9028,2016-12-01,1087463,"40.8235602,-73.9425036",ROUTINE
9028,2016-12-01,1087463,"40.8235602,-73.9425036",ROUTINE
9028,2016-12-01,1087741,"40.8253733,-73.9410705",ROUTINE
9028,2016-12-01,1087741,"40.8253733,-73.9410705",ROUTINE
9028,2016-12-01,1087741,"40.8253733,-73.9410705",ROUTINE
9028,2016-12-01,1060839,"40.8258774,-73.9406642",ROUTINE
2467,2016-12-01,1084564,"40.7747807,-73.9812945",SPECIAL
2826,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2689,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2689,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2689,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2689,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2689,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2689,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2826,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2826,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2826,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2826,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
2826,2016-11-30,1082908,"40.7504800,-73.9933840",ROUTINE
1915,2016-11-30,1015862,"40.7484799,-73.9854246","VIOLATION REINSPECTION"
1334,2016-11-30,3174122,"40.6078480,-73.9841710",COMPLAINT
9028,2016-11-30,1088167,"40.7927540,-73.9509490",ROUTINE
2715,2016-11-30,1063331,"40.8377260,-73.9444890",COMPLAINT
9028,2016-11-30,1060770,"40.8219730,-73.9435231",ROUTINE
9028,2016-11-30,1060763,"40.8220090,-73.9432200",ROUTINE
9028,2016-11-30,1060765,"40.8221919,-73.9436775",ROUTINE
9028,2016-11-30,4312034,"40.7187398,-73.8370858",ROUTINE
9028,2016-11-30,4312034,"40.7187398,-73.8370858",ROUTINE
9028,2016-11-30,4312034,"40.7187398,-73.8370858",ROUTINE
9028,2016-11-30,4312034,"40.7187398,-73.8370858",ROUTINE
9028,2016-11-30,4312034,"40.7187398,-73.8370858",ROUTINE
9028,2016-11-30,4312034,"40.7187398,-73.8370858",ROUTINE
9028,2016-11-30,4312034,"40.7187202,-73.8368722",ROUTINE
9028,2016-11-30,4312034,"40.7187202,-73.8368722",ROUTINE
9028,2016-11-30,4312034,"40.7187202,-73.8368722",ROUTINE
9028,2016-11-30,4312034,"40.7187202,-73.8368722",ROUTINE
9028,2016-11-30,4312034,"40.7187202,-73.8368722",ROUTINE
9028,2016-11-30,4312034,"40.7187202,-73.8368722",ROUTINE
2715,2016-11-30,1063351,"40.8366726,-73.9437083",COMPLAINT
1334,2016-11-30,3000259,"40.6934634,-73.9882453",SURVEY
1334,2016-11-30,3000259,"40.6934634,-73.9882453",SURVEY
9028,2016-11-30,2112853,"40.8455851,-73.8982886",ROUTINE
9028,2016-11-30,2112853,"40.8455851,-73.8982886",ROUTINE
2787,2016-11-30,4050930,"40.7288561,-73.8546408",COMPLAINT
9027,2016-11-30,1035749,"40.7601965,-73.9728087",ROUTINE
9027,2016-11-30,1035749,"40.7601965,-73.9728087",ROUTINE
9027,2016-11-30,4532559,"40.5933861,-73.7843437",ROUTINE
9028,2016-11-29,1088144,"40.8077419,-73.9480407",ROUTINE
9028,2016-11-29,1084686,"40.8076915,-73.9469649",ROUTINE
2690,2016-11-29,1056630,"40.8011594,-73.9684061",COMPLAINT
9028,2016-11-29,1057819,"40.8083737,-73.9476041",ROUTINE
9028,2016-11-29,1057819,"40.8083737,-73.9476041",ROUTINE
9028,2016-11-29,1057819,"40.8083737,-73.9476041",ROUTINE
2509,2016-11-29,1017906,"40.7377223,-73.9877408",SPECIAL
9028,2016-11-29,1087830,"40.8071140,-73.9473660",ROUTINE
2528,2016-11-29,4001914,"40.7447180,-73.9196040",SURVEY
9028,2016-11-29,1077815,"40.8065277,-73.9540345",ROUTINE
9028,2016-11-29,1077815,"40.8065277,-73.9540345",ROUTINE
9028,2016-11-29,1077815,"40.8066780,-73.9537420",ROUTINE
9028,2016-11-29,1077815,"40.8066780,-73.9537420",ROUTINE
2715,2016-11-29,1026508,"40.7621701,-73.9921840",COMPLAINT
2658,2016-11-29,4113662,"40.7620500,-73.8218360","VIOLATION REINSPECTION"
2761,2016-11-29,3335129,"40.6980705,-73.9751082",SPECIAL
2687,2016-11-29,3335129,"40.6980705,-73.9751082",SPECIAL
2687,2016-11-29,3335129,"40.6980705,-73.9751082",SPECIAL
9027,2016-11-29,4300731,"40.6001865,-73.7638948",ROUTINE
9027,2016-11-29,4300994,"40.6007310,-73.7560589",ROUTINE
9027,2016-11-29,4300994,"40.6007310,-73.7560589",ROUTINE
9027,2016-11-29,4436086,"40.5952928,-73.7561344",ROUTINE
9027,2016-11-29,4436086,"40.5952928,-73.7561344",ROUTINE
9027,2016-11-29,4436085,"40.5952794,-73.7558724",ROUTINE
9027,2016-11-29,4436085,"40.5952794,-73.7558724",ROUTINE
9027,2016-11-29,4436085,"40.5952794,-73.7558724",ROUTINE
9027,2016-11-29,4436087,"40.5952704,-73.7556426",ROUTINE
9028,2016-11-29,2015048,"40.8568299,-73.9164166",ROUTINE
9028,2016-11-29,2015048,"40.8568299,-73.9164166",ROUTINE
9028,2016-11-29,2015048,"40.8568299,-73.9164166",ROUTINE
9028,2016-11-29,2015048,"40.8568299,-73.9164166",ROUTINE
9028,2016-11-29,2015048,"40.8568299,-73.9164166",ROUTINE
9028,2016-11-29,1059094,"40.8066314,-73.9560185",ROUTINE
1514,2016-11-29,1028849,"40.7753774,-73.9833602",COMPLAINT
1514,2016-11-29,1028849,"40.7753774,-73.9833602",COMPLAINT
2527,2016-11-29,1080357,"40.7416770,-74.0061097",SPECIAL
2777,2016-11-29,3180535,"40.6213755,-73.9556051",COMPLAINT
9028,2016-11-29,1057781,"40.8072734,-73.9477773",ROUTINE
9028,2016-11-29,1060438,"40.8211673,-73.9402726",ROUTINE
2787,2016-11-28,1011064,"40.7382837,-74.0035849",SURVEY
2787,2016-11-28,1011064,"40.7382837,-74.0035849",COMPLAINT
9028,2016-11-28,1059109,"40.8072260,-73.9566140",ROUTINE
9028,2016-11-28,1059092,"40.8068126,-73.9564080",ROUTINE
9028,2016-11-28,1059061,"40.8057753,-73.9558962",ROUTINE
2767,2016-11-28,1083503,"40.7282848,-73.9996575",COMPLAINT
2767,2016-11-28,1083503,"40.7282848,-73.9996575",COMPLAINT
9028,2016-11-28,1059058,"40.8060690,-73.9565850",ROUTINE
9028,2016-11-28,1057633,"40.8052883,-73.9478167",ROUTINE
9028,2016-11-28,1057660,"40.8061302,-73.9501180",ROUTINE
9028,2016-11-28,1057740,"40.8067400,-73.9476720",ROUTINE
2527,2016-11-28,1080357,"40.7416770,-74.0061097",SPECIAL
9028,2016-11-28,1057466,"40.8043315,-73.9510543",ROUTINE
9027,2016-11-28,4301620,"40.5950283,-73.7542418",ROUTINE
9027,2016-11-28,4301620,"40.5950283,-73.7542418",ROUTINE
9027,2016-11-28,4299616,"40.6063264,-73.7590698",ROUTINE
9028,2016-11-28,4052769,"40.7193132,-73.8355804",ROUTINE
9027,2016-11-28,2062196,"40.8741105,-73.8371984",ROUTINE
9027,2016-11-28,2062196,"40.8741105,-73.8371984",ROUTINE
9027,2016-11-28,2062196,"40.8741105,-73.8371984",ROUTINE
9027,2016-11-28,2062196,"40.8741105,-73.8371984",ROUTINE
9027,2016-11-28,2062196,"40.8741105,-73.8371984",ROUTINE
2787,2016-11-28,1011064,"40.7382837,-74.0035849",SURVEY
2787,2016-11-28,1011064,"40.7382837,-74.0035849",COMPLAINT
2690,2016-11-28,1032587,"40.7933424,-73.9704493",SPECIAL
2767,2016-11-28,1088110,"40.7620782,-73.9929344",COMPLAINT
9027,2016-11-28,4436087,"40.5952704,-73.7556426",ROUTINE
9027,2016-11-28,4436087,"40.5952704,-73.7556426",ROUTINE
9028,2016-11-28,1057585,"40.8054280,-73.9504100",ROUTINE
200,2016-11-28,3398446,"40.7015171,-73.9955862",SPECIAL
2657,2016-11-28,1010168,"40.7323430,-74.0022210",SPECIAL
2714,2016-11-28,3418186,"40.6896912,-73.9906588",SPECIAL
200,2016-11-26,1009747,"40.7271604,-74.0061561",SPECIAL
200,2016-11-26,1009747,"40.7271604,-74.0061561",SPECIAL
2765,2016-11-25,4028943,"40.7512160,-73.8924410",COMPLAINT
2761,2016-11-25,2057427,"40.8800920,-73.8655270",COMPLAINT
9028,2016-11-25,3083425,"40.6741258,-73.9037099",ROUTINE
9028,2016-11-25,3083425,"40.6741258,-73.9037099",ROUTINE
9028,2016-11-25,3083425,"40.6741258,-73.9037099",ROUTINE
2826,2016-11-25,1015862,"40.7484799,-73.9854246","VIOLATION REINSPECTION"
9028,2016-11-25,3083425,"40.6741258,-73.9037099",ROUTINE
9028,2016-11-25,3083425,"40.6741258,-73.9037099",ROUTINE
9028,2016-11-25,3083425,"40.6741258,-73.9037099",ROUTINE
2826,2016-11-25,1062933,"40.8382122,-73.9403656","VIOLATION REINSPECTION"
2713,2016-11-25,2012997,"40.8462344,-73.8845436",COMPLAINT
2658,2016-11-23,4113662,"40.7620500,-73.8218360","VIOLATION REINSPECTION"
2713,2016-11-23,1026508,"40.7621701,-73.9921840",COMPLAINT
9028,2016-11-23,4052577,"40.7206670,-73.8403809",ROUTINE
9028,2016-11-23,1060442,"40.8224717,-73.9418384",ROUTINE
9028,2016-11-23,1084087,"40.8135966,-73.9490032",ROUTINE
9027,2016-11-23,2117009,"40.8779113,-73.8470363",ROUTINE
9027,2016-11-23,2117009,"40.8779113,-73.8470363",ROUTINE
9027,2016-11-23,2117009,"40.8779113,-73.8470363",ROUTINE
9027,2016-11-23,2117009,"40.8779113,-73.8470363",ROUTINE
9028,2016-11-23,4448004,"40.7209743,-73.8390253",ROUTINE
9028,2016-11-23,1051436,"40.8019075,-73.9459850",ROUTINE
9028,2016-11-23,1051436,"40.8019075,-73.9459850",ROUTINE
9028,2016-11-23,1087201,"40.8050250,-73.9554020",ROUTINE
9028,2016-11-23,1087201,"40.8050250,-73.9554020",ROUTINE
9028,2016-11-23,1087201,"40.8050250,-73.9554020",ROUTINE
2559,2016-11-23,3059181,"40.6870085,-73.9778834","VIOLATION REINSPECTION"
2559,2016-11-23,3059181,"40.6870085,-73.9778834","VIOLATION REINSPECTION"
2676,2016-11-23,1085735,"40.7535254,-73.9765707",COMPLAINT
9027,2016-11-23,4301622,"40.5932074,-73.7535403",ROUTINE
9027,2016-11-23,4301622,"40.5932074,-73.7535403",ROUTINE
9027,2016-11-23,4453812,"40.5948375,-73.7539285",ROUTINE
9027,2016-11-23,4453812,"40.5948375,-73.7539285",ROUTINE
9027,2016-11-23,4301622,"40.5932074,-73.7535403",ROUTINE
9027,2016-11-23,4301622,"40.5932074,-73.7535403",ROUTINE
9027,2016-11-23,4301622,"40.5932074,-73.7535403",ROUTINE
9027,2016-11-23,4457773,"40.5943865,-73.7535131",ROUTINE
9027,2016-11-23,4457773,"40.5943865,-73.7535131",ROUTINE
9028,2016-11-23,1060097,"40.8191930,-73.9398250",ROUTINE
200,2016-11-23,1009747,"40.7271604,-74.0061561",SPECIAL
200,2016-11-23,1009747,"40.7271604,-74.0061561",SPECIAL
9028,2016-11-23,1087658,"40.8113063,-73.9512152",ROUTINE
9028,2016-11-23,1055878,"40.8049339,-73.9571623",ROUTINE
9028,2016-11-23,1058564,"40.8072604,-73.9497259",ROUTINE
9015,2016-11-23,1012440,"40.7522350,-74.0038900",SURVEY
9015,2016-11-23,1012440,"40.7522350,-74.0038900",SURVEY
9028,2016-11-23,1089940,"40.8121600,-73.9505350",ROUTINE
1334,2016-11-23,3339183,"40.5735399,-73.9930026",COMPLAINT
1334,2016-11-23,3339183,"40.5735399,-73.9930026",COMPLAINT
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6559750,-74.0140050",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9027,2016-11-23,3010557,"40.6557148,-74.0136666",ROUTINE
9028,2016-11-23,1059036,"40.8057669,-73.9567255",ROUTINE
1993,2016-11-23,1029778,"40.7775623,-73.9815947",COMPLAINT
2715,2016-11-23,1012048,"40.7372937,-74.0093962","VIOLATION REINSPECTION"
2583,2016-11-23,4436178,"40.5940940,-73.7515774",COMPLAINT
9028,2016-11-23,4052598,"40.7197210,-73.8388860",ROUTINE
9028,2016-11-23,4052598,"40.7197210,-73.8388860",ROUTINE
9027,2016-11-22,1008240,"40.7258632,-73.9969301",ROUTINE
9027,2016-11-22,1008240,"40.7258632,-73.9969301",ROUTINE
9027,2016-11-22,1008240,"40.7258632,-73.9969301",ROUTINE
9028,2016-11-22,1060086,"40.8188040,-73.9396400",ROUTINE
9028,2016-11-22,1089849,"40.8035250,-73.9540030",ROUTINE
9028,2016-11-22,1060086,"40.8188040,-73.9396400",ROUTINE
9028,2016-11-22,1060085,"40.8189710,-73.9400400",ROUTINE
9028,2016-11-22,1060087,"40.8186370,-73.9392410",ROUTINE
2547,2016-11-22,3387645,"40.6634169,-73.8808334",COMPLAINT
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
9028,2016-11-22,2014695,"40.8555572,-73.9122028",ROUTINE
2666,2016-11-22,2116648,"40.8242172,-73.9117342",COMPLAINT
2666,2016-11-22,2116648,"40.8242172,-73.9117342",COMPLAINT
2666,2016-11-22,2092445,"40.8792702,-73.8862556","VIOLATION REINSPECTION"
2658,2016-11-22,4113662,"40.7620500,-73.8218360","VIOLATION REINSPECTION"
9028,2016-11-22,2010155,"40.8427381,-73.8869307",ROUTINE
9028,2016-11-22,1058513,"40.8067070,-73.9504724",ROUTINE
9028,2016-11-22,1088814,"40.8125799,-73.9505000",ROUTINE
9028,2016-11-22,4052582,"40.7208770,-73.8394210",ROUTINE
9028,2016-11-22,4052567,"40.7220250,-73.8406830",ROUTINE
9028,2016-11-22,4052567,"40.7220250,-73.8406830",ROUTINE
9028,2016-11-22,1089849,"40.8035250,-73.9540030",ROUTINE
9028,2016-11-22,1059274,"40.8093064,-73.9526500",ROUTINE
9028,2016-11-22,1059274,"40.8093064,-73.9526500",ROUTINE
9028,2016-11-22,1059274,"40.8093064,-73.9526500",ROUTINE
9027,2016-11-22,4436179,"40.5944945,-73.7530624",ROUTINE
9027,2016-11-22,4436179,"40.5944945,-73.7530624",ROUTINE
9027,2016-11-22,4436179,"40.5944945,-73.7530624",ROUTINE
9027,2016-11-22,4436178,"40.5940940,-73.7515774",ROUTINE
9027,2016-11-22,4436178,"40.5940940,-73.7515774",ROUTINE
9027,2016-11-22,4436178,"40.5940940,-73.7515774",ROUTINE
2715,2016-11-22,1012048,"40.7372937,-74.0093962",COMPLAINT
9028,2016-11-22,2118985,"40.8393833,-73.8892373",ROUTINE
2666,2016-11-22,2008734,"40.8441100,-73.9205340",COMPLAINT
